ID,Lead_Name,Email,Phone,Source,Date,Region,Industry,Status,Follow_up_Days,Ad_Spend,Revenue
218,Sonia Kumar,sonia.kumar@example.com,+17640078465,Meta Ads,2026-02-21,US,Healthcare,Converted,4,86.76,3457.3613730093566
219,Raj Gupta,raj.gupta@example.com,+18281641403,WhatsApp Business,2026-01-10,US,Finance,Contacted,21,32.17,0.0
220,Raj Sharma,raj.sharma@example.com,+13713284816,HubSpot,2026-01-26,Europe,Retail,New,13,111.61,0.0
221,Singh Patel,singh.patel@example.com,+14485356009,Apollo.io,2026-01-23,US,Finance,New,22,162.35,0.0
222,Neha Bose,neha.bose@example.com,+19860949331,LinkedIn Sales Navigator,2026-01-03,US,Finance,New,19,148.34,0.0
223,Arjun Gupta,arjun.gupta@example.com,+918965718821,Meta Ads,2026-02-07,India,HR,Contacted,2,176.29,0.0
224,Rahul Sharma,rahul.sharma@example.com,+917158844179,WhatsApp Business,2025-12-28,India,Finance,New,14,55.58,0.0
225,Rahul Gupta,rahul.gupta@example.com,+918260326267,HubSpot,2026-03-11,India,Tech,Contacted,29,38.79,0.0
226,Anita Gupta,anita.gupta@example.com,+917865826728,Apollo.io,2026-03-06,India,HR,Converted,4,175.96,6927.446752319508
227,Sonia Reddy,sonia.reddy@example.com,+15474951950,LinkedIn Sales Navigator,2026-01-24,Other,Tech,New,16,131.51,0.0
228,Rahul Mehta,rahul.mehta@example.com,+918331765783,Meta Ads,2026-03-11,India,Retail,Converted,21,62.19,2928.561472915086
229,Priya Bose,priya.bose@example.com,+17508522951,WhatsApp Business,2026-01-23,Europe,HR,Converted,20,148.47,5062.614724561752
230,Singh Desai,singh.desai@example.com,+17627266377,HubSpot,2025-12-26,US,Retail,New,14,163.02,0.0
231,Vikram Bose,vikram.bose@example.com,+12087974350,Apollo.io,2026-01-04,Europe,HR,Converted,27,123.0,6433.179773840177
232,Neha Tv,neha.tv@example.com,+16115750294,LinkedIn Sales Navigator,2026-03-26,US,Healthcare,Contacted,29,137.58,0.0
233,Priya Kumar,priya.kumar@example.com,+14353689019,Meta Ads,2026-03-16,US,Finance,Converted,15,75.05,5422.778401478119
234,Arjun Bose,arjun.bose@example.com,+919816344780,WhatsApp Business,2026-01-02,India,Healthcare,Contacted,28,107.74,0.0
235,Singh Gupta,singh.gupta@example.com,+918425605673,HubSpot,2026-01-24,India,Retail,Contacted,3,104.83,0.0
236,Arjun Tv,arjun.tv@example.com,+12173456409,Apollo.io,2026-01-03,US,Finance,Contacted,8,169.61,0.0
237,Raj Mehta,raj.mehta@example.com,+918580630311,LinkedIn Sales Navigator,2025-12-30,India,HR,Converted,16,167.99,5712.967446570201
238,Sonia Mehta,sonia.mehta@example.com,+918876691885,Meta Ads,2026-02-06,India,Finance,Contacted,10,166.54,0.0
239,Neha Patel,neha.patel@example.com,+19115282784,WhatsApp Business,2026-01-04,US,Tech,Contacted,4,2.21,0.0
240,Arjun Desai,arjun.desai@example.com,+918888654461,HubSpot,2026-03-01,India,Finance,Converted,30,149.91,5866.42280906197
241,Rahul Sharma,rahul.sharma@example.com,+16955593943,Apollo.io,2026-01-25,Other,Tech,New,18,151.74,0.0
242,Rahul Singh,rahul.singh@example.com,+15182110973,LinkedIn Sales Navigator,2026-01-30,Other,Finance,New,2,135.68,0.0
243,Anita Singh,anita.singh@example.com,+17431813987,Meta Ads,2026-03-21,Other,Tech,New,17,151.25,0.0
244,Vikram Sharma,vikram.sharma@example.com,+919230272804,WhatsApp Business,2026-02-26,India,Retail,New,13,168.39,0.0
245,Raj Singh,raj.singh@example.com,+918145556651,HubSpot,2026-01-22,India,Healthcare,New,4,94.06,0.0
246,Anita Mehta,anita.mehta@example.com,+14440904834,Apollo.io,2026-03-05,Other,HR,Converted,26,100.41,5452.087529812196
247,Neha Desai,neha.desai@example.com,+918823212172,LinkedIn Sales Navigator,2026-01-11,India,Finance,New,25,24.94,0.0
248,Sonia Tv,sonia.tv@example.com,+15633956194,Meta Ads,2026-03-09,Other,Healthcare,Contacted,30,77.08,0.0
249,Rahul Sharma,rahul.sharma@example.com,+14531928910,WhatsApp Business,2026-03-09,Other,HR,New,11,128.67,0.0
250,Vikram Gupta,vikram.gupta@example.com,+17637761996,HubSpot,2026-02-24,Europe,HR,Converted,7,156.08,4922.222479476087
251,Vikram Sharma,vikram.sharma@example.com,+918379592595,Apollo.io,2026-01-26,India,Tech,Converted,12,43.44,4372.794025952949
252,Anita Reddy,anita.reddy@example.com,+917440654676,LinkedIn Sales Navigator,2026-02-24,India,Retail,Contacted,10,27.56,0.0
253,Singh Reddy,singh.reddy@example.com,+15638860656,Meta Ads,2026-02-16,Europe,Retail,Converted,7,132.61,5617.909483851172
254,Rahul Desai,rahul.desai@example.com,+919838626452,WhatsApp Business,2026-01-19,India,Healthcare,New,13,0.38,0.0
255,Singh Kumar,singh.kumar@example.com,+918269763934,HubSpot,2026-01-07,India,Retail,Converted,7,35.67,3915.79326543109
256,Sonia Singh,sonia.singh@example.com,+16611356986,Apollo.io,2026-01-07,US,Finance,New,24,5.81,0.0
257,Arjun Mehta,arjun.mehta@example.com,+12830154607,LinkedIn Sales Navigator,2026-03-20,Other,Retail,Converted,17,33.38,3933.125306475757
258,Rahul Tv,rahul.tv@example.com,+18257484586,Meta Ads,2026-02-19,US,Healthcare,New,10,36.26,0.0
259,Amit Gupta,amit.gupta@example.com,+16804850108,WhatsApp Business,2026-02-09,US,Retail,Contacted,29,77.53,0.0
260,Sonia Patel,sonia.patel@example.com,+917181914018,HubSpot,2026-02-18,India,Finance,Converted,10,80.47,2851.6016454075843
261,Neha Mehta,neha.mehta@example.com,+19210290540,Apollo.io,2026-02-16,US,Tech,New,24,174.85,0.0
262,Rahul Sharma,rahul.sharma@example.com,+17163022531,LinkedIn Sales Navigator,2026-02-23,Other,Healthcare,New,4,102.02,0.0
263,Singh Bose,singh.bose@example.com,+919746499773,Meta Ads,2026-01-01,India,Tech,New,20,144.68,0.0
264,Amit Patel,amit.patel@example.com,+15071218314,WhatsApp Business,2026-03-22,US,Tech,New,4,20.83,0.0
265,Neha Reddy,neha.reddy@example.com,+19912233947,HubSpot,2026-03-19,Europe,Tech,Contacted,22,45.09,0.0
266,Singh Reddy,singh.reddy@example.com,+18033062794,Apollo.io,2026-03-18,US,HR,New,7,140.59,0.0
267,Anita Sharma,anita.sharma@example.com,+13918046336,LinkedIn Sales Navigator,2026-01-07,US,HR,New,22,10.56,0.0
268,Amit Sharma,amit.sharma@example.com,+15092199300,Meta Ads,2026-01-02,US,Tech,New,1,97.32,0.0
269,Rahul Sharma,rahul.sharma@example.com,+917613233132,WhatsApp Business,2026-02-15,India,Healthcare,Converted,12,119.87,6462.0905940763405
270,Raj Mehta,raj.mehta@example.com,+919609505739,HubSpot,2026-02-07,India,Finance,New,24,120.43,0.0
271,Neha Reddy,neha.reddy@example.com,+12881937953,Apollo.io,2026-01-08,Europe,Finance,New,13,4.59,0.0
272,Neha Desai,neha.desai@example.com,+11542153826,LinkedIn Sales Navigator,2026-01-26,Europe,Retail,New,10,64.42,0.0
273,Rahul Mehta,rahul.mehta@example.com,+18065920767,Meta Ads,2026-01-19,Europe,Healthcare,Contacted,15,127.3,0.0
274,Amit Mehta,amit.mehta@example.com,+16850392220,WhatsApp Business,2026-01-19,Other,HR,Converted,27,29.8,1229.3571449922567
275,Sonia Patel,sonia.patel@example.com,+19729028480,HubSpot,2026-03-04,US,Tech,New,13,139.08,0.0
276,Anita Kumar,anita.kumar@example.com,+16888247736,Apollo.io,2026-02-21,US,Retail,New,23,149.19,0.0
277,Arjun Reddy,arjun.reddy@example.com,+19920154998,LinkedIn Sales Navigator,2026-01-12,Europe,Finance,Converted,22,196.39,5887.031350729763
278,Raj Sharma,raj.sharma@example.com,+16871005324,Meta Ads,2026-02-18,US,HR,Converted,22,41.97,6368.773041558757
279,Neha Desai,neha.desai@example.com,+12196963451,WhatsApp Business,2026-01-18,US,HR,New,21,165.03,0.0
280,Vikram Reddy,vikram.reddy@example.com,+15125402225,HubSpot,2026-01-30,Europe,Tech,Converted,22,104.06,1814.0190632832112
281,Neha Tv,neha.tv@example.com,+19701231535,Apollo.io,2026-02-23,Europe,Finance,Converted,28,74.69,3988.29102869362
282,Neha Gupta,neha.gupta@example.com,+917799070274,LinkedIn Sales Navigator,2026-01-26,India,Healthcare,New,9,24.48,0.0
283,Arjun Bose,arjun.bose@example.com,+919143377496,Meta Ads,2026-01-04,India,HR,Converted,26,147.1,1569.4915177879077
284,Rahul Patel,rahul.patel@example.com,+919223699008,WhatsApp Business,2026-02-20,India,Tech,Contacted,9,47.17,0.0
285,Rahul Reddy,rahul.reddy@example.com,+13412365931,HubSpot,2026-03-06,US,Healthcare,Contacted,15,74.28,0.0
286,Rahul Singh,rahul.singh@example.com,+918124322241,Apollo.io,2026-01-07,India,Finance,New,10,12.51,0.0
287,Vikram Reddy,vikram.reddy@example.com,+918117936038,LinkedIn Sales Navigator,2026-01-01,India,HR,New,24,160.27,0.0
288,Sonia Desai,sonia.desai@example.com,+18318786687,Meta Ads,2026-03-19,US,Healthcare,Converted,26,153.32,6054.159048067182
289,Rahul Singh,rahul.singh@example.com,+917921572928,WhatsApp Business,2026-03-05,India,Healthcare,Converted,25,146.72,3371.9635922876005
290,Amit Kumar,amit.kumar@example.com,+13109688769,HubSpot,2025-12-27,US,Healthcare,Contacted,29,59.89,0.0
291,Arjun Desai,arjun.desai@example.com,+917526723719,Apollo.io,2026-01-06,India,HR,Contacted,10,34.7,0.0
292,Amit Desai,amit.desai@example.com,+917582949109,LinkedIn Sales Navigator,2026-01-25,India,HR,Contacted,8,127.51,0.0
293,Singh Singh,singh.singh@example.com,+14662861038,Meta Ads,2026-01-16,Europe,Retail,Contacted,24,99.23,0.0
294,Rahul Desai,rahul.desai@example.com,+918941508568,WhatsApp Business,2026-02-16,India,Finance,New,16,35.65,0.0
295,Anita Patel,anita.patel@example.com,+917741553420,HubSpot,2026-02-26,India,Tech,New,17,137.18,0.0
296,Rahul Tv,rahul.tv@example.com,+19868845806,Apollo.io,2026-02-25,US,Healthcare,Converted,26,198.23,4921.91904660396
297,Raj Reddy,raj.reddy@example.com,+17623575561,LinkedIn Sales Navigator,2026-01-22,Europe,Retail,New,27,149.44,0.0
298,Arjun Singh,arjun.singh@example.com,+918288304114,Meta Ads,2026-02-15,India,Tech,Converted,5,148.0,5159.966780174224
299,Priya Mehta,priya.mehta@example.com,+14656572173,WhatsApp Business,2026-01-02,US,Retail,New,4,190.06,0.0
300,Priya Reddy,priya.reddy@example.com,+919738900744,HubSpot,2026-01-16,India,HR,New,18,40.59,0.0
301,Rahul Tv,rahul.tv@example.com,+917747715196,Apollo.io,2026-02-12,India,Healthcare,New,24,113.11,0.0
302,Raj Desai,raj.desai@example.com,+18703867299,LinkedIn Sales Navigator,2025-12-26,US,Tech,Contacted,19,195.93,0.0
303,Raj Sharma,raj.sharma@example.com,+13185089287,Meta Ads,2026-02-13,US,Tech,Converted,4,33.06,3677.381784402733
304,Rahul Gupta,rahul.gupta@example.com,+11596471620,WhatsApp Business,2026-01-28,US,Tech,New,28,140.05,0.0
305,Vikram Bose,vikram.bose@example.com,+18689593739,HubSpot,2026-02-22,US,Tech,Converted,7,117.16,6342.7807861375795
306,Anita Sharma,anita.sharma@example.com,+15407856339,Apollo.io,2026-01-31,Other,Tech,Contacted,10,117.3,0.0
307,Vikram Reddy,vikram.reddy@example.com,+16879428703,LinkedIn Sales Navigator,2026-02-18,US,Retail,Converted,25,139.53,3395.637499216933
308,Anita Singh,anita.singh@example.com,+919369305560,Meta Ads,2026-03-25,India,Healthcare,New,18,185.92,0.0
309,Rahul Reddy,rahul.reddy@example.com,+14797809576,WhatsApp Business,2026-03-07,Europe,HR,Converted,19,156.52,861.6327378698431
310,Singh Bose,singh.bose@example.com,+917282385977,HubSpot,2026-03-20,India,HR,Converted,4,11.23,1357.6382088371433
311,Priya Kumar,priya.kumar@example.com,+918328393535,Apollo.io,2026-02-26,India,HR,New,10,170.55,0.0
312,Neha Kumar,neha.kumar@example.com,+918710084067,LinkedIn Sales Navigator,2026-01-14,India,HR,New,1,45.11,0.0
313,Priya Desai,priya.desai@example.com,+919055850987,Meta Ads,2026-01-19,India,Retail,Converted,23,75.38,3200.2597299902886
314,Priya Sharma,priya.sharma@example.com,+17552812957,WhatsApp Business,2026-02-01,Other,Finance,Converted,18,92.35,4165.422703141638
315,Rahul Patel,rahul.patel@example.com,+18598503901,HubSpot,2026-01-22,Europe,Healthcare,New,5,96.18,0.0
316,Neha Tv,neha.tv@example.com,+11316756902,Apollo.io,2026-01-02,US,Tech,Contacted,15,87.04,0.0
317,Singh Singh,singh.singh@example.com,+918361623473,LinkedIn Sales Navigator,2026-03-10,India,Finance,Converted,17,187.47,4132.181793491982
318,Singh Gupta,singh.gupta@example.com,+919758823240,Meta Ads,2026-03-05,India,HR,Converted,3,141.2,4872.990129477901
319,Vikram Singh,vikram.singh@example.com,+917318536327,WhatsApp Business,2026-01-02,India,Finance,Converted,12,126.23,2503.1021662154826
320,Anita Patel,anita.patel@example.com,+918932625737,HubSpot,2026-02-04,India,Healthcare,Converted,2,9.97,641.507976305981
321,Amit Reddy,amit.reddy@example.com,+17517011632,Apollo.io,2026-01-02,US,Tech,Contacted,1,180.78,0.0
322,Anita Bose,anita.bose@example.com,+13524521602,LinkedIn Sales Navigator,2026-01-01,US,Tech,New,23,181.88,0.0
323,Raj Patel,raj.patel@example.com,+15849159641,Meta Ads,2026-03-10,US,Healthcare,New,21,156.04,0.0
324,Raj Sharma,raj.sharma@example.com,+919159783506,WhatsApp Business,2026-02-25,India,Healthcare,Contacted,17,1.41,0.0
325,Arjun Desai,arjun.desai@example.com,+15952163720,HubSpot,2026-02-28,Other,HR,Contacted,22,11.46,0.0
326,Arjun Kumar,arjun.kumar@example.com,+11707196784,Apollo.io,2026-03-03,US,Tech,New,16,45.04,0.0
327,Rahul Bose,rahul.bose@example.com,+14046558332,LinkedIn Sales Navigator,2026-01-15,US,Finance,Converted,5,26.27,2153.971923939481
328,Raj Kumar,raj.kumar@example.com,+19138644862,Meta Ads,2026-01-02,US,Retail,Contacted,15,79.77,0.0
329,Rahul Gupta,rahul.gupta@example.com,+917338700713,WhatsApp Business,2026-03-01,India,Retail,Contacted,3,184.52,0.0
330,Rahul Gupta,rahul.gupta@example.com,+918076341629,HubSpot,2026-01-05,India,Healthcare,Contacted,28,94.41,0.0
331,Singh Mehta,singh.mehta@example.com,+917843110305,Apollo.io,2026-01-18,India,HR,Contacted,7,2.68,0.0
332,Neha Reddy,neha.reddy@example.com,+17660813178,LinkedIn Sales Navigator,2026-01-03,Europe,Retail,New,11,56.55,0.0
333,Raj Sharma,raj.sharma@example.com,+917537602307,Meta Ads,2026-03-12,India,Tech,New,10,8.92,0.0
334,Rahul Singh,rahul.singh@example.com,+919684450592,WhatsApp Business,2026-01-03,India,Healthcare,New,9,7.26,0.0
335,Arjun Gupta,arjun.gupta@example.com,+918300621767,HubSpot,2026-03-22,India,Finance,New,14,55.14,0.0
336,Anita Gupta,anita.gupta@example.com,+919638949369,Apollo.io,2026-01-25,India,Healthcare,Contacted,13,55.12,0.0
337,Rahul Gupta,rahul.gupta@example.com,+13291270703,LinkedIn Sales Navigator,2026-02-15,Europe,Finance,Contacted,29,157.43,0.0
338,Amit Desai,amit.desai@example.com,+11662259333,Meta Ads,2026-01-10,US,Healthcare,New,25,194.97,0.0
339,Rahul Sharma,rahul.sharma@example.com,+919829236141,WhatsApp Business,2026-03-08,India,Healthcare,Converted,30,74.24,519.6005653420767
340,Amit Desai,amit.desai@example.com,+919682117678,HubSpot,2026-01-26,India,Healthcare,New,25,85.78,0.0
341,Arjun Singh,arjun.singh@example.com,+919599051823,Apollo.io,2026-03-10,India,Finance,Converted,2,168.96,1916.3585063742341
342,Arjun Gupta,arjun.gupta@example.com,+918450065086,LinkedIn Sales Navigator,2026-03-12,India,Finance,Converted,3,53.63,974.6919184504725
343,Neha Tv,neha.tv@example.com,+919420721027,Meta Ads,2025-12-31,India,Healthcare,New,7,31.28,0.0
344,Anita Gupta,anita.gupta@example.com,+917176928180,WhatsApp Business,2026-03-15,India,Retail,Contacted,21,170.62,0.0
345,Singh Bose,singh.bose@example.com,+917121863227,HubSpot,2026-01-05,India,HR,New,18,9.3,0.0
346,Singh Bose,singh.bose@example.com,+11348849508,Apollo.io,2026-02-17,US,HR,Contacted,3,123.94,0.0
347,Rahul Gupta,rahul.gupta@example.com,+17752277876,LinkedIn Sales Navigator,2026-03-20,US,HR,Contacted,10,112.4,0.0
348,Amit Bose,amit.bose@example.com,+919654755464,Meta Ads,2026-03-10,India,Finance,New,22,69.18,0.0
349,Vikram Kumar,vikram.kumar@example.com,+919744446292,WhatsApp Business,2026-03-08,India,Finance,Contacted,29,63.04,0.0
350,Amit Bose,amit.bose@example.com,+15425044246,HubSpot,2026-03-02,US,Retail,New,7,154.37,0.0
351,Neha Patel,neha.patel@example.com,+17638204740,Apollo.io,2026-02-04,US,HR,New,9,17.28,0.0
352,Priya Tv,priya.tv@example.com,+16592451645,LinkedIn Sales Navigator,2026-01-28,Europe,HR,Contacted,17,47.36,0.0
353,Neha Mehta,neha.mehta@example.com,+17039121410,Meta Ads,2026-01-21,US,Healthcare,New,11,146.49,0.0
354,Singh Bose,singh.bose@example.com,+918947957237,WhatsApp Business,2026-03-21,India,Finance,Contacted,7,109.66,0.0
355,Vikram Patel,vikram.patel@example.com,+917313416738,HubSpot,2026-02-04,India,HR,Contacted,24,25.6,0.0
356,Priya Gupta,priya.gupta@example.com,+13957572769,Apollo.io,2026-01-25,US,Retail,Converted,28,176.43,3254.0330010610637
357,Vikram Desai,vikram.desai@example.com,+917678950361,LinkedIn Sales Navigator,2026-01-28,India,Retail,New,14,78.69,0.0
358,Raj Kumar,raj.kumar@example.com,+17183058541,Meta Ads,2026-02-14,US,HR,Contacted,19,165.57,0.0
359,Raj Reddy,raj.reddy@example.com,+17374810067,WhatsApp Business,2026-01-11,Other,Finance,Contacted,4,157.54,0.0
360,Vikram Reddy,vikram.reddy@example.com,+16171239466,HubSpot,2026-03-21,US,Retail,New,26,124.89,0.0
361,Sonia Gupta,sonia.gupta@example.com,+919605585995,Apollo.io,2026-03-18,India,Healthcare,Converted,6,98.9,5052.5017076316435
362,Raj Gupta,raj.gupta@example.com,+15912019621,LinkedIn Sales Navigator,2026-02-02,US,Retail,Contacted,10,195.91,0.0
363,Rahul Gupta,rahul.gupta@example.com,+918371453454,Meta Ads,2026-02-22,India,Tech,Contacted,7,28.99,0.0
364,Vikram Sharma,vikram.sharma@example.com,+18991977937,WhatsApp Business,2026-02-04,US,Tech,Converted,13,145.03,4017.5627765193863
365,Rahul Sharma,rahul.sharma@example.com,+19484167278,HubSpot,2026-01-04,Other,Finance,Converted,14,38.24,891.6616035609551
366,Raj Kumar,raj.kumar@example.com,+917561636336,Apollo.io,2025-12-27,India,HR,Converted,4,67.65,6312.419894699934
367,Anita Reddy,anita.reddy@example.com,+18561998560,LinkedIn Sales Navigator,2026-02-22,Other,Finance,Contacted,8,61.74,0.0
368,Vikram Sharma,vikram.sharma@example.com,+15751023835,Meta Ads,2026-03-15,Other,Finance,Contacted,5,189.41,0.0
369,Anita Tv,anita.tv@example.com,+918038256217,WhatsApp Business,2026-03-08,India,Finance,New,1,193.47,0.0
370,Neha Reddy,neha.reddy@example.com,+919003484425,HubSpot,2026-01-07,India,Finance,New,4,36.6,0.0
371,Priya Mehta,priya.mehta@example.com,+917526227599,Apollo.io,2026-01-04,India,Healthcare,Contacted,3,4.41,0.0
372,Vikram Gupta,vikram.gupta@example.com,+918148782098,LinkedIn Sales Navigator,2026-03-04,India,Healthcare,New,9,144.0,0.0
373,Arjun Desai,arjun.desai@example.com,+918931000173,Meta Ads,2026-01-22,India,Retail,Contacted,8,83.6,0.0
374,Vikram Sharma,vikram.sharma@example.com,+12064803502,WhatsApp Business,2026-02-28,US,Tech,New,1,17.77,0.0
375,Amit Mehta,amit.mehta@example.com,+917415802902,HubSpot,2026-01-28,India,Finance,New,27,136.75,0.0
376,Singh Bose,singh.bose@example.com,+917217348079,Apollo.io,2026-01-11,India,Retail,Converted,6,109.02,6909.8921125348
377,Sonia Singh,sonia.singh@example.com,+17937993287,LinkedIn Sales Navigator,2026-02-08,Europe,Tech,Converted,9,196.1,3568.4628054967275
378,Arjun Kumar,arjun.kumar@example.com,+918066312714,Meta Ads,2026-01-03,India,HR,New,7,45.48,0.0
379,Priya Mehta,priya.mehta@example.com,+14875395503,WhatsApp Business,2026-01-26,Europe,Healthcare,Contacted,4,80.8,0.0
380,Neha Desai,neha.desai@example.com,+918406326125,HubSpot,2026-02-11,India,Tech,Converted,13,108.51,2366.0895947935805
381,Priya Patel,priya.patel@example.com,+919481146933,Apollo.io,2026-01-31,India,HR,New,17,158.34,0.0
382,Singh Tv,singh.tv@example.com,+18392190335,LinkedIn Sales Navigator,2026-01-15,US,Tech,Converted,28,109.77,1669.8786243671057
383,Neha Mehta,neha.mehta@example.com,+15979337757,Meta Ads,2026-02-20,US,Healthcare,New,2,122.58,0.0
384,Priya Sharma,priya.sharma@example.com,+17299922974,WhatsApp Business,2026-03-05,Europe,Healthcare,New,28,45.23,0.0
385,Amit Reddy,amit.reddy@example.com,+19070568519,HubSpot,2026-03-26,US,Retail,Converted,5,169.38,1380.2876321813453
386,Raj Desai,raj.desai@example.com,+13136189070,Apollo.io,2026-02-02,Europe,Finance,New,12,85.73,0.0
387,Rahul Singh,rahul.singh@example.com,+917386757895,LinkedIn Sales Navigator,2026-03-14,India,Tech,Contacted,27,28.19,0.0
388,Sonia Desai,sonia.desai@example.com,+918688962331,Meta Ads,2026-03-19,India,Tech,Converted,21,132.84,4669.912501120316
389,Arjun Patel,arjun.patel@example.com,+17465834732,WhatsApp Business,2026-03-03,Europe,HR,New,8,43.22,0.0
390,Anita Sharma,anita.sharma@example.com,+15151887478,HubSpot,2025-12-27,Europe,Healthcare,Contacted,6,19.51,0.0
391,Rahul Bose,rahul.bose@example.com,+12515672889,Apollo.io,2026-03-21,Other,Tech,Converted,8,172.4,5240.38174523581
392,Anita Gupta,anita.gupta@example.com,+917217069388,LinkedIn Sales Navigator,2026-03-06,India,Healthcare,New,18,92.03,0.0
393,Singh Singh,singh.singh@example.com,+918208416260,Meta Ads,2026-02-02,India,Tech,Converted,3,149.86,6764.586685093884
394,Amit Mehta,amit.mehta@example.com,+17316122432,WhatsApp Business,2026-03-20,Europe,Retail,Contacted,22,58.12,0.0
395,Rahul Kumar,rahul.kumar@example.com,+919305069227,HubSpot,2026-01-08,India,Finance,Contacted,12,157.39,0.0
396,Vikram Sharma,vikram.sharma@example.com,+15756663747,Apollo.io,2026-01-12,Other,Tech,Contacted,29,22.39,0.0
397,Vikram Reddy,vikram.reddy@example.com,+17026930365,LinkedIn Sales Navigator,2026-01-28,Europe,Healthcare,New,26,71.19,0.0
398,Vikram Tv,vikram.tv@example.com,+917194314620,Meta Ads,2026-01-09,India,Retail,Converted,3,195.61,2933.99598414874
399,Anita Gupta,anita.gupta@example.com,+12720484983,WhatsApp Business,2026-01-08,Europe,Tech,Converted,22,158.8,6293.668433920424
400,Amit Sharma,amit.sharma@example.com,+16131005449,HubSpot,2026-03-06,Europe,HR,Contacted,6,99.45,0.0
401,Rahul Sharma,rahul.sharma@example.com,+919376074389,Apollo.io,2026-01-14,India,Finance,Converted,2,67.96,3415.4913623074576
402,Amit Bose,amit.bose@example.com,+12239534867,LinkedIn Sales Navigator,2026-01-29,Other,Tech,Contacted,23,174.43,0.0
403,Singh Tv,singh.tv@example.com,+17656585531,Meta Ads,2026-01-31,US,Retail,Contacted,12,108.97,0.0
404,Vikram Kumar,vikram.kumar@example.com,+13624410325,WhatsApp Business,2026-03-13,Europe,HR,Contacted,2,151.69,0.0
405,Raj Bose,raj.bose@example.com,+917552605034,HubSpot,2026-01-21,India,Retail,Contacted,6,150.82,0.0
406,Amit Sharma,amit.sharma@example.com,+15187948804,Apollo.io,2026-02-07,Europe,Retail,Contacted,17,3.59,0.0
407,Sonia Kumar,sonia.kumar@example.com,+918691803583,LinkedIn Sales Navigator,2026-01-21,India,HR,Converted,3,25.25,6461.247998431232
408,Arjun Kumar,arjun.kumar@example.com,+918602874642,Meta Ads,2026-03-23,India,Retail,Contacted,2,131.93,0.0
409,Amit Singh,amit.singh@example.com,+19327720702,WhatsApp Business,2026-03-17,Other,HR,New,23,32.32,0.0
410,Raj Bose,raj.bose@example.com,+917619623590,HubSpot,2026-01-28,India,Tech,New,30,51.1,0.0
411,Singh Gupta,singh.gupta@example.com,+917854947088,Apollo.io,2026-02-28,India,HR,Contacted,20,189.33,0.0
412,Raj Patel,raj.patel@example.com,+11172893522,LinkedIn Sales Navigator,2026-02-26,Other,HR,Contacted,8,112.04,0.0
413,Sonia Gupta,sonia.gupta@example.com,+11167134213,Meta Ads,2026-01-27,Other,Finance,Contacted,22,150.15,0.0
414,Raj Sharma,raj.sharma@example.com,+18359820939,WhatsApp Business,2026-01-01,US,HR,Contacted,12,111.6,0.0
415,Singh Patel,singh.patel@example.com,+18747974356,HubSpot,2026-01-06,US,HR,Contacted,26,110.5,0.0
416,Singh Singh,singh.singh@example.com,+919230517007,Apollo.io,2026-03-17,India,Tech,Contacted,4,18.83,0.0
417,Amit Bose,amit.bose@example.com,+918962750929,LinkedIn Sales Navigator,2026-02-18,India,Finance,New,5,68.73,0.0
418,Vikram Tv,vikram.tv@example.com,+917639695273,Meta Ads,2026-01-30,India,Healthcare,Contacted,13,56.49,0.0
419,Raj Gupta,raj.gupta@example.com,+13214080278,WhatsApp Business,2025-12-31,US,Tech,Contacted,29,78.15,0.0
420,Singh Patel,singh.patel@example.com,+17928074841,HubSpot,2025-12-26,Europe,Tech,Converted,15,159.67,2953.726272595644
421,Anita Reddy,anita.reddy@example.com,+15992908271,Apollo.io,2026-02-06,Europe,Healthcare,Contacted,25,74.39,0.0
422,Priya Sharma,priya.sharma@example.com,+17581349462,LinkedIn Sales Navigator,2026-01-11,Europe,HR,New,23,90.34,0.0
423,Rahul Mehta,rahul.mehta@example.com,+919417741295,Meta Ads,2026-03-17,India,Retail,New,16,79.48,0.0
424,Vikram Reddy,vikram.reddy@example.com,+918287590685,WhatsApp Business,2026-01-28,India,Finance,New,10,18.68,0.0
425,Arjun Sharma,arjun.sharma@example.com,+919039648170,HubSpot,2026-01-15,India,Retail,Contacted,30,88.21,0.0
426,Rahul Reddy,rahul.reddy@example.com,+14503614567,Apollo.io,2026-02-20,US,Healthcare,New,30,39.12,0.0
427,Amit Bose,amit.bose@example.com,+918582084743,LinkedIn Sales Navigator,2026-03-06,India,Tech,Contacted,25,37.34,0.0
428,Singh Reddy,singh.reddy@example.com,+13702653209,Meta Ads,2026-03-26,Europe,Tech,Contacted,23,18.81,0.0
429,Neha Mehta,neha.mehta@example.com,+919563707272,WhatsApp Business,2026-02-18,India,Finance,New,16,71.33,0.0
430,Singh Tv,singh.tv@example.com,+919038349447,HubSpot,2026-03-07,India,Tech,Contacted,12,151.5,0.0
431,Rahul Desai,rahul.desai@example.com,+918140444523,Apollo.io,2025-12-27,India,Tech,New,17,55.29,0.0
432,Anita Sharma,anita.sharma@example.com,+13480920839,LinkedIn Sales Navigator,2026-01-09,Europe,Finance,Contacted,16,62.47,0.0
433,Rahul Mehta,rahul.mehta@example.com,+14098389895,Meta Ads,2026-01-04,US,Finance,New,12,128.53,0.0
434,Priya Sharma,priya.sharma@example.com,+919506213395,WhatsApp Business,2026-03-24,India,Healthcare,Converted,8,39.17,1021.6249520908837
435,Vikram Bose,vikram.bose@example.com,+919063511828,HubSpot,2026-01-14,India,Tech,New,20,179.39,0.0
